Fp1,Fp2,F3,F4,label
1.764052345967664,-1.6961312668315431,1.629475222809067,0.08182017139155161,0
0.4001572083672233,0.7301835311296144,-0.09904470169040014,-0.12996585606988176,0
0.9787379841057392,-1.857483271594538,-0.2019919552581609,2.2640588382744,0
2.240893199201458,0.3825981367234629,-1.4488258886697687,-0.16950536736335103,0
1.8675579901499675,-0.8869043262838756,-1.7141646874325451,0.8452254254630366,0
-0.977277879876411,0.8783037577325304,-0.04964157077787356,2.4532289940279,0
0.9500884175255894,0.08645252400759346,-1.299395463382525,0.4257522982355563,0
-0.1513572082976979,0.2477063784668243,0.6253554293826843,1.8475958580371392,0
-0.10321885179355784,-1.0182793255668514,-0.7917192877228303,0.09745475457708669,0
0.41059850193837233,-0.6545701349975839,-0.5829433945049773,0.7967066359129502,0
0.144043571160878,0.20721739341095335,-1.552680541059164,-0.5887080766456406,0
1.454273506962975,0.583569926909304,2.1101535242189025,-1.1121789276369585,0
0.7610377251469934,2.9290962417638613,0.7588295490231017,-0.9687710405711514,0
0.12167501649282841,0.22285832310348672,-0.7099302410695836,-0.024155111946481213,0
0.44386323274542566,0.9760375253689257,0.1511470321461563,0.28573840500981634,0
0.33367432737426683,-1.5569339325092606,1.3230913079811861,-1.1169031271121468,0
1.4940790731576061,-1.329891861334063,-0.9278250742269076,-1.3783563299957895,0
-0.20515826376580087,-0.355494774608452,1.9065986827061183,-1.8767281203226154,0
0.31306770165090136,-1.1974276956385663,-1.0321748944127938,2.1267091622539662,0
-0.8540957393017248,1.4863992534663846,-0.1773614832714969,0.10759321596213145,0
-2.5529898158340787,-0.41021869278032874,-1.6503783956471652,-2.14526817436909,0
0.6536185954403606,1.3821818883931385,-2.538511126054627,-0.009091063036026872,0
0.8644361988595057,1.4867824740856308,1.0100907805358226,-0.15927084073534606,0
-0.7421650204064419,0.042779719883566894,0.08570209201339346,-1.3771734676301015,0
2.2697546239876076,0.501799753807639,-1.7338609803145302,1.1593115473221238,0
-1.4543656745987648,-0.0560994733409029,-1.6406012051299412,-0.4573624579054118,0
0.04575851730144607,0.5384370003545387,1.1453613996569152,0.04129325854402055,0
-0.1871838500258336,0.48334185178057176,-0.150595108522721,-0.28431232652637894,0
1.5327792143584575,-0.12364962589203071,1.4314432470965783,0.046385413090048865,0
1.469358769900285,0.5049699814628403,0.6365867682363026,1.0175329375083193,0
0.1549474256969163,1.7236962756672618,-0.06656284755383753,0.6056706550095873,0
0.37816251960217356,0.7130162297109377,0.032329980768256265,-0.4518868277419629,0
-0.8877857476301128,0.32579961364062554,-0.5550736472466473,1.5754881578769158,0
-1.980796468223927,0.12476952104321241,0.0977861092290082,1.5401930877660375,0
-0.3479121493261526,-1.012673123768591,-0.060984982009884434,-1.463202599027243,0
0.15634896910398005,-1.0272968770754625,0.8375166726589024,-1.1145494885142249,0
1.2302906807277207,0.3233565314802586,-0.16341844107608006,-0.6111642286958276,0
1.2023798487844113,-1.3693911240471572,0.8235554918687381,1.5250842231690747,0
-0.3873268174079523,-0.7663275989635832,0.9206322907748945,-0.18271320078031464,0
-0.30230275057533557,1.2815113403641332,0.18076260698238036,-0.5719213320690518,0
-1.0485529650670926,1.914229697062814,-1.3129683339991836,-0.03399369950691254,0
-1.4200179371789752,-1.6659560767977184,-0.16047670605228337,-0.22414276767155517,0
-1.7062701906250126,1.626649562301582,-1.9060746459861684,-0.1559786556735893,0
1.9507753952317897,-0.21143829084555663,-1.2066216213524694,-1.0696374504553512,0
-0.5096521817516535,-0.015005087031364805,0.7304183331603018,-0.7931587458675252,0
-0.4380743016111864,-0.11341163064273396,0.4948927894275345,-0.26716118180480086,0
-1.2527953600499262,1.0805441270254872,-0.003208878434988741,1.3815757607480823,0
0.7774903558319101,-1.607676579043177,-0.30243315699742684,1.2891612974782658,0
-1.6138978475579515,0.4561636113551334,-0.7394009462202819,0.9156867139248747,0
-0.2127402802139687,-0.9448701973880109,-0.5128120829418447,0.3633261944169959,0
-0.8954665611936756,0.5707885293815738,0.9652515172740048,-2.6118755760698966,0
0.386902497859262,1.5427963382930518,0.47667925735983363,1.780367361410017,0
-0.510805137568873,-0.00041732641262016675,-1.371216493540673,1.1180121803100327,0
-1.180632184122412,0.37415508597080255,0.19885284256455465,-0.3693193599904059,0
-0.028182228338654868,0.40955177823769134,0.13996282968821108,-0.6483833712790524,0
0.42833187053041766,-0.7995934996704901,1.6486734733780837,0.18607202681140883,0
0.06651722238316789,1.5116393498843184,-1.7575517494840955,0.04471004768002855,0
0.3024718977397814,1.706468247260989,-0.7831295390965802,-0.6926733848356946,0
-0.6343220936809636,0.701783372117029,0.9736258362164425,1.4939805256262857,0
-0.3627411659871381,0.07328543200764547,-1.110932224412242,-0.6550534085395724,0
-0.672460447775951,-0.46189381535428464,2.3856216323424393,0.24987120907251995,0
-0.3595531615405413,-0.6264902231490875,-1.1789442221216164,-1.2042515013988433,0
-0.813146282044454,1.7108365825466556,0.029122145219122923,-0.25528929248497956,0
-1.7262826023316769,1.4144150427290236,0.5595475579549989,1.0822661596494096,0
0.17742614225375283,-0.06366148878954943,0.8810371425282456,0.042569645285094174,0
-0.4017809362082619,-1.5799305296711237,0.7152084847550455,-0.5869133310724626,0
-1.6301983469660446,-2.832011869908987,-0.46207753628557463,-1.9481761426993474,0
0.4627822555257742,-1.0834266602642797,0.9132070056428282,-0.34099134183754815,0
-0.9072983643832422,-0.1306203959951194,-0.7546524877976943,-0.35465364118910186,0
0.05194539579613895,1.4006890344430014,-0.5349771426628325,0.7333459271075988,0
0.7290905621775369,-0.6516562090577808,0.45664246117475177,1.3222188601370484,0
0.12898291075741067,0.5048154563405017,1.5095769579226637,-1.2185709387096413,0
1.1394006845433007,1.3031809616484324,-0.228171237410288,0.8016905514723288,0
-1.2348258203536526,0.12853631685604816,-0.8903415323551732,-0.9687362481878595,0
0.402341641177549,-0.14244786878884133,1.209771907313229,1.1493378330270185,0
-0.6848100909403132,-1.308763514238608,-1.2648000324992799,-0.43679554242536506,0
-0.8707971491818818,-1.2024753082044328,1.8381814890366823,0.5572790849717166,0
-0.5788496647644155,0.4160996344158233,-0.9840826884582233,1.5488294710799988,0
-0.31155253212737266,-0.20090753320092672,0.6409484468212976,-1.7036701767333193,0
0.05616534222974544,0.12253131765330154,0.9266912255245402,0.14685858037088262,0
-1.1651498407833565,-0.04727771569624714,0.7850340544628239,1.5773946464083306,0
0.9008264869541871,0.6641440493586505,0.22700263763997056,0.7791216392920984,0
